invest_date,period,invest,est_yearly_interest_rate,branch_id
2015-08-31,1,15843000.0,1.5633217993079584,006
2016-07-04,3,77849000.0,1.2472727272727273,006
2016-07-01,6,66263000.0,1.2472727272727273,006
2015-11-19,5,36319000.0,1.542394366197183,006
2016-04-19,2,65486000.0,1.3535211267605634,006
2016-12-27,3,83278000.0,1.043316582914573,006
2017-10-10,1,106940000.0,1.027853881278539,006
2016-07-25,1,24850000.0,1.2127272727272729,006
2016-06-13,2,51973000.0,1.2838028169014084,006
2016-08-11,4,102491000.0,1.1763636363636365,006
2016-11-14,4,95079000.0,1.068643216080402,006
2017-03-13,1,115009000.0,0.9986934673366834,006
2017-01-03,3,2203000.0,1.0390954773869348,006
2015-10-13,1,135000.0,1.5558823529411765,006
2017-04-17,5,29269000.0,0.9884848484848485,006
2015-10-21,6,23866000.0,1.5536332179930796,006
2016-08-10,1,45038000.0,1.1836363636363636,006
2017-04-28,2,123543000.0,0.9981818181818182,006
2016-01-06,5,22128000.0,1.481549295774648,006
2017-01-12,1,99154000.0,1.0348743718592965,006
2018-01-04,3,1842000.0,0.9359861591695502,007
2016-10-10,6,119000.0,1.0402739726027397,007
2015-09-29,1,314000.0,1.3586934673366835,007
2015-05-18,5,260000.0,1.535075376884422,007
2016-01-29,5,460000.0,1.223380281690141,007
2017-04-21,4,1871000.0,1.0769696969696971,007
2017-05-08,1,734000.0,1.093939393939394,007
2015-05-26,4,253000.0,1.5255778894472363,007
2015-08-20,1,708000.0,1.412964824120603,007
2017-02-13,6,1472000.0,0.9981818181818182,007
2015-11-06,2,428000.0,1.3057788944723618,007
2017-10-24,2,1496000.0,0.9865051903114187,007
2017-11-01,1,1895000.0,0.9816608996539793,007
2015-09-04,4,135000.0,1.3885427135678392,007
2016-07-14,1,6000.0,1.091232876712329,007
2016-09-05,3,78000.0,1.0610958904109589,007
2015-05-27,5,26000.0,1.5228643216080402,007
2015-04-14,3,11000.0,1.5621212121212122,007
2018-01-10,3,1003000.0,0.9318339100346021,007
2015-09-30,6,269000.0,1.3505527638190955,007
2017-06-26,1,73000.0,1.070242214532872,007
2017-04-19,4,818000.0,1.0745454545454547,007
2017-11-27,4,1682000.0,0.9615916955017302,007
2016-10-24,5,924000.0,1.0331506849315069,007
2017-09-15,3,1308000.0,1.01280276816609,007
2017-12-28,2,1845000.0,0.9415224913494811,007
2017-08-30,5,93000.0,1.0224913494809689,007
2017-07-03,2,701000.0,1.0647058823529412,007
2017-09-18,1,3234000.0,1.0121107266435987,007
2017-04-10,1,292000.0,1.06,007
2017-05-25,3,1737000.0,1.0910034602076126,007
2016-01-26,4,206000.0,1.2267605633802818,007
2016-01-05,1,254000.0,1.2470422535211267,007
2017-12-05,5,157000.0,0.955363321799308,007
2015-05-08,3,116000.0,1.55,007
2016-05-16,5,613000.0,1.132112676056338,007
2015-12-31,1,23000.0,1.2512676056338028,007
2017-03-16,1,100000.0,1.0296969696969698,007
2017-03-15,4,824000.0,1.0321212121212122,007
2016-01-27,1,31000.0,1.228450704225352,007
2015-07-21,4,386000.0,1.4495979899497489,007
2018-02-13,3,3347000.0,0.9083044982698962,007
2016-08-10,5,552000.0,1.074246575342466,007
2016-12-09,2,1428000.0,1.0095890410958903,007
2017-03-31,5,249000.0,1.0527272727272727,007
2017-02-03,1,846000.0,0.98,007
2017-01-25,1,402000.0,0.9843835616438356,007
2016-08-08,6,419000.0,1.0747945205479452,007
2015-06-01,5,121000.0,1.5160804020100502,007
2015-06-05,1,6000.0,1.5160804020100502,007
2016-09-07,4,1151000.0,1.0594520547945205,007
2017-01-06,3,447000.0,0.9936986301369863,007
2015-06-16,1,259000.0,1.5011557788944725,007
2015-08-11,2,29000.0,1.423819095477387,007
2016-06-16,4,1245000.0,1.1067605633802817,007
2017-01-22,1,511000.0,0.986027397260274,007
2016-01-20,4,698000.0,1.231830985915493,007
2017-07-24,3,157000.0,1.0494809688581315,007
2016-06-02,1,811000.0,1.1211267605633803,007
2016-02-01,5,187000.0,1.2208450704225353,007
2016-09-14,1,213000.0,1.0572602739726027,007
2017-11-07,4,1376000.0,0.9754325259515572,007
2015-12-23,3,668000.0,1.2563380281690142,007
2015-08-27,1,112000.0,1.4034673366834172,007
2017-05-22,5,660000.0,1.091695501730104,007
2015-09-09,4,662000.0,1.3817587939698492,007
2015-09-07,6,851000.0,1.3817587939698492,007
2017-06-08,2,472000.0,1.082006920415225,007
2015-04-22,6,82000.0,1.5565656565656567,007
2017-11-29,1,3670000.0,0.9622837370242215,007
2017-07-21,1,1093000.0,1.0529411764705883,007
2017-11-10,5,1437000.0,0.9726643598615917,007
2017-09-05,4,1676000.0,1.019031141868512,007
2015-05-12,1,141000.0,1.548643216080402,007
2015-10-27,1,292000.0,1.3207035175879398,007
2015-10-22,6,81000.0,1.3207035175879398,007
2015-10-09,6,149000.0,1.3383417085427136,007
2016-06-29,6,1233000.0,1.0967123287671234,007
2015-11-27,1,65000.0,1.28,007
2017-03-13,3,12000.0,1.0284848484848486,007
2016-05-24,1,680000.0,1.1287323943661973,007
2017-02-09,1,704000.0,0.9872727272727273,007
2017-04-13,2,1424000.0,1.064848484848485,007
2016-07-29,1,865000.0,1.083013698630137,007
2017-09-12,4,1967000.0,1.0141868512110728,007
2017-05-16,2,1085000.0,1.097923875432526,007
2017-03-01,4,222000.0,1.0151515151515151,007
2017-08-04,4,2137000.0,1.0411764705882354,007
2016-11-10,4,926000.0,1.0243835616438357,007
2017-04-25,1,1640000.0,1.0781818181818184,007
2017-01-19,5,126000.0,0.9854794520547945,007
2016-04-05,6,674000.0,1.1659154929577467,007
2017-01-20,1,432000.0,0.9871232876712328,007
2017-12-06,1,2064000.0,0.957439446366782,007
2016-03-28,1,234000.0,1.1769014084507043,007
2018-02-02,6,936000.0,0.913840830449827,007
2016-12-01,5,575000.0,1.0123287671232877,007
2017-06-28,1,1868000.0,1.0688581314878893,007
2017-07-18,1,1150000.0,1.0550173010380623,007
2016-10-12,1,247000.0,1.041917808219178,007
2015-04-17,5,56000.0,1.5595959595959596,007
2015-10-23,2,363000.0,1.3247738693467337,007
2015-08-28,4,419000.0,1.3980402010050252,007
2017-11-23,23,204000.0,0.9512110726643599,008
2015-10-10,27,306000.0,1.3305479452054794,008
2015-06-29,10,569000.0,1.4784931506849315,008
2015-06-19,16,597000.0,1.4834246575342467,008
2017-02-08,24,817000.0,1.0571859296482413,008
2017-10-18,1,666000.0,0.9913494809688582,008
2018-01-29,25,1030000.0,0.9034602076124567,008
2016-03-25,21,633000.0,1.17943661971831,008
2016-07-06,23,503000.0,1.087878787878788,008
2016-07-11,18,242000.0,1.087878787878788,008
2016-01-28,11,575000.0,1.236056338028169,008
2016-03-31,1,34000.0,1.191267605633803,008
2015-04-14,22,156000.0,1.5525252525252526,008
2017-04-14,1,357000.0,1.0825125628140704,008
2016-08-12,25,659000.0,1.0406060606060605,008
2016-01-07,25,494000.0,1.2419718309859156,008
2017-07-19,28,1112000.0,1.0356401384083045,008
2015-12-22,24,790000.0,1.2563380281690142,008
2016-05-27,27,626000.0,1.1211267605633803,008
2015-07-23,7,315000.0,1.4526027397260275,008
2015-07-29,1,193000.0,1.4526027397260275,008
2017-03-01,23,1204000.0,1.0692462311557789,008
2017-12-25,12,1580000.0,0.9366782006920416,008
2017-05-31,7,406000.0,1.084083044982699,008
2017-11-08,15,570000.0,0.9885844748858448,009
2017-11-13,10,310000.0,0.9885844748858448,009
2018-01-22,7,170000.0,0.9273972602739726,009
2017-12-15,29,690000.0,0.9420091324200913,009
2017-08-21,16,220000.0,1.0598173515981737,009
2017-05-09,1,380000.0,1.0103030303030303,009
2017-03-17,19,350000.0,0.9854271356783919,009
